idinstitutie,idparinte,sectiune,an,numeinstitutie,denumireindicator,suma
27,27,500120,2013,Ministerul pentru Societatea Informationala,TITLUL II BUNURI SI SERVICII,67233
27,27,500155,2013,Ministerul pentru Societatea Informationala,TITLUL VII ALTE TRANSFERURI,3010
27,27,500156,2013,Ministerul pentru Societatea Informationala,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,55000
27,27,500159,2013,Ministerul pentru Societatea Informationala,TITLUL X  ALTE CHELTUIELI,100
27,27,500165,2013,Ministerul pentru Societatea Informationala,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,5348
27,27,500170,2013,Ministerul pentru Societatea Informationala,CHELTUIELI DE CAPITAL,60500
27,27,500171,2013,Ministerul pentru Societatea Informationala,TITLUL XII ACTIVE NEFINANCIARE,60500
27,27,5301,2013,Ministerul pentru Societatea Informationala,CERCETARE FUNDAMENTALA SI CERCETARE DEZVOLTARE,1710
27,27,530101,2013,Ministerul pentru Societatea Informationala,CHELTUIELI CURENTE,1710
27,27,530155,2013,Ministerul pentru Societatea Informationala,TITLUL VII ALTE TRANSFERURI,1710
27,27,8501,2013,Ministerul pentru Societatea Informationala,COMUNICATII,197476
27,27,850101,2013,Ministerul pentru Societatea Informationala,CHELTUIELI CURENTE,136976
27,27,850110,2013,Ministerul pentru Societatea Informationala,TITLUL I CHELTUIELI DE PERSONAL,7995
27,27,850120,2013,Ministerul pentru Societatea Informationala,TITLUL II BUNURI SI SERVICII,67233
27,27,850155,2013,Ministerul pentru Societatea Informationala,TITLUL VII ALTE TRANSFERURI,1300
27,27,850156,2013,Ministerul pentru Societatea Informationala,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,55000
27,27,850159,2013,Ministerul pentru Societatea Informationala,TITLUL X  ALTE CHELTUIELI,100
27,27,850165,2013,Ministerul pentru Societatea Informationala,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,5348
27,27,850170,2013,Ministerul pentru Societatea Informationala,CHELTUIELI DE CAPITAL,60500
27,27,850171,2013,Ministerul pentru Societatea Informationala,TITLUL XII ACTIVE NEFINANCIARE,60500
28,0,5001,2013,Ministerul Public,CHELTUIELI - BUGET DE STAT,651144
28,28,500101,2013,Ministerul Public,CHELTUIELI CURENTE,643665
28,28,500110,2013,Ministerul Public,TITLUL I CHELTUIELI DE PERSONAL,591321
28,28,500120,2013,Ministerul Public,TITLUL II BUNURI SI SERVICII,49225
28,28,500156,2013,Ministerul Public,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,3119
28,28,500170,2013,Ministerul Public,CHELTUIELI DE CAPITAL,7479
28,28,500171,2013,Ministerul Public,TITLUL XII ACTIVE NEFINANCIARE,7479
28,28,6101,2013,Ministerul Public,ORDINE PUBLICA SI SIGURANTA NATIONALA,651144
28,28,610101,2013,Ministerul Public,CHELTUIELI CURENTE,643665
28,28,610110,2013,Ministerul Public,TITLUL I CHELTUIELI DE PERSONAL,591321
28,28,610120,2013,Ministerul Public,TITLUL II BUNURI SI SERVICII,49225
28,28,610156,2013,Ministerul Public,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,3119
28,28,610170,2013,Ministerul Public,CHELTUIELI DE CAPITAL,7479
28,28,610171,2013,Ministerul Public,TITLUL XII ACTIVE NEFINANCIARE,7479
29,0,5001,2013,Agentia Nationala de Integritate,CHELTUIELI - BUGET DE STAT,27195
29,29,500101,2013,Agentia Nationala de Integritate,CHELTUIELI CURENTE,26695
29,29,500110,2013,Agentia Nationala de Integritate,TITLUL I CHELTUIELI DE PERSONAL,8122
29,29,500120,2013,Agentia Nationala de Integritate,TITLUL II BUNURI SI SERVICII,9320
29,29,500156,2013,Agentia Nationala de Integritate,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,9253
29,29,500170,2013,Agentia Nationala de Integritate,CHELTUIELI DE CAPITAL,500
29,29,500171,2013,Agentia Nationala de Integritate,TITLUL XII ACTIVE NEFINANCIARE,500
29,29,5101,2013,Agentia Nationala de Integritate,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,27195
29,29,510101,2013,Agentia Nationala de Integritate,CHELTUIELI CURENTE,26695
29,29,510110,2013,Agentia Nationala de Integritate,TITLUL I CHELTUIELI DE PERSONAL,8122
29,29,510120,2013,Agentia Nationala de Integritate,TITLUL II BUNURI SI SERVICII,9320
29,29,510156,2013,Agentia Nationala de Integritate,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,9253
29,29,510170,2013,Agentia Nationala de Integritate,CHELTUIELI DE CAPITAL,500
29,29,510171,2013,Agentia Nationala de Integritate,TITLUL XII ACTIVE NEFINANCIARE,500
30,0,5001,2013,Serviciul Roman de Informatii,CHELTUIELI - BUGET DE STAT,1031598
30,30,500101,2013,Serviciul Roman de Informatii,CHELTUIELI CURENTE,1019098
30,30,500110,2013,Serviciul Roman de Informatii,TITLUL I CHELTUIELI DE PERSONAL,848327
30,30,500120,2013,Serviciul Roman de Informatii,TITLUL II BUNURI SI SERVICII,135810
30,30,500151,2013,Serviciul Roman de Informatii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,26197
30,30,500155,2013,Serviciul Roman de Informatii,TITLUL VII ALTE TRANSFERURI,295
30,30,500156,2013,Serviciul Roman de Informatii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,2211
30,30,500157,2013,Serviciul Roman de Informatii,TITLUL IX ASISTENTA SOCIALA,6183
30,30,500159,2013,Serviciul Roman de Informatii,TITLUL X  ALTE CHELTUIELI,75
30,30,500170,2013,Serviciul Roman de Informatii,CHELTUIELI DE CAPITAL,12500
30,30,500171,2013,Serviciul Roman de Informatii,TITLUL XII ACTIVE NEFINANCIARE,12500
30,30,6101,2013,Serviciul Roman de Informatii,ORDINE PUBLICA SI SIGURANTA NATIONALA,1005052
30,30,610101,2013,Serviciul Roman de Informatii,CHELTUIELI CURENTE,992683
30,30,610110,2013,Serviciul Roman de Informatii,TITLUL I CHELTUIELI DE PERSONAL,833582
30,30,610120,2013,Serviciul Roman de Informatii,TITLUL II BUNURI SI SERVICII,132856
30,30,610151,2013,Serviciul Roman de Informatii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,25950
30,30,610155,2013,Serviciul Roman de Informatii,TITLUL VII ALTE TRANSFERURI,295
30,30,610170,2013,Serviciul Roman de Informatii,CHELTUIELI DE CAPITAL,12369
30,30,610171,2013,Serviciul Roman de Informatii,TITLUL XII ACTIVE NEFINANCIARE,12369
30,30,6501,2013,Serviciul Roman de Informatii,INVATAMANT,20162
30,30,650101,2013,Serviciul Roman de Informatii,CHELTUIELI CURENTE,20031
30,30,650110,2013,Serviciul Roman de Informatii,TITLUL I CHELTUIELI DE PERSONAL,14745
30,30,650120,2013,Serviciul Roman de Informatii,TITLUL II BUNURI SI SERVICII,2950
30,30,650156,2013,Serviciul Roman de Informatii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,2211
30,30,650157,2013,Serviciul Roman de Informatii,TITLUL IX ASISTENTA SOCIALA,50
30,30,650159,2013,Serviciul Roman de Informatii,TITLUL X  ALTE CHELTUIELI,75
30,30,650170,2013,Serviciul Roman de Informatii,CHELTUIELI DE CAPITAL,131
30,30,650171,2013,Serviciul Roman de Informatii,TITLUL XII ACTIVE NEFINANCIARE,131
30,30,6801,2013,Serviciul Roman de Informatii,ASIGURARI SI ASISTENTA SOCIALA,6384
30,30,680101,2013,Serviciul Roman de Informatii,CHELTUIELI CURENTE,6384
30,30,680120,2013,Serviciul Roman de Informatii,TITLUL II BUNURI SI SERVICII,4
30,30,680151,2013,Serviciul Roman de Informatii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,247
30,30,680157,2013,Serviciul Roman de Informatii,TITLUL IX ASISTENTA SOCIALA,6133
31,0,5001,2013,Serviciul de Informatii Externe,CHELTUIELI - BUGET DE STAT,182615
31,31,500101,2013,Serviciul de Informatii Externe,CHELTUIELI CURENTE,177115
31,31,500110,2013,Serviciul de Informatii Externe,TITLUL I CHELTUIELI DE PERSONAL,124385
31,31,500120,2013,Serviciul de Informatii Externe,TITLUL II BUNURI SI SERVICII,50397
31,31,500151,2013,Serviciul de Informatii Externe,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,1033
31,31,500155,2013,Serviciul de Informatii Externe,TITLUL VII ALTE TRANSFERURI,700
31,31,500157,2013,Serviciul de Informatii Externe,TITLUL IX ASISTENTA SOCIALA,600
31,31,500170,2013,Serviciul de Informatii Externe,CHELTUIELI DE CAPITAL,5500
31,31,500171,2013,Serviciul de Informatii Externe,TITLUL XII ACTIVE NEFINANCIARE,5500
31,31,6101,2013,Serviciul de Informatii Externe,ORDINE PUBLICA SI SIGURANTA NATIONALA,181982
31,31,610101,2013,Serviciul de Informatii Externe,CHELTUIELI CURENTE,176482
31,31,610110,2013,Serviciul de Informatii Externe,TITLUL I CHELTUIELI DE PERSONAL,124385
31,31,610120,2013,Serviciul de Informatii Externe,TITLUL II BUNURI SI SERVICII,50397
31,31,610151,2013,Serviciul de Informatii Externe,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,1000
31,31,610155,2013,Serviciul de Informatii Externe,TITLUL VII ALTE TRANSFERURI,700
31,31,610170,2013,Serviciul de Informatii Externe,CHELTUIELI DE CAPITAL,5500
31,31,610171,2013,Serviciul de Informatii Externe,TITLUL XII ACTIVE NEFINANCIARE,5500
31,31,6801,2013,Serviciul de Informatii Externe,ASIGURARI SI ASISTENTA SOCIALA,633
31,31,680101,2013,Serviciul de Informatii Externe,CHELTUIELI CURENTE,633
31,31,680151,2013,Serviciul de Informatii Externe,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,33
31,31,680157,2013,Serviciul de Informatii Externe,TITLUL IX ASISTENTA SOCIALA,600
32,0,5001,2013,Serviciul de Protectie si Paza,CHELTUIELI - BUGET DE STAT,191278
32,32,500101,2013,Serviciul de Protectie si Paza,CHELTUIELI CURENTE,130778
32,32,500110,2013,Serviciul de Protectie si Paza,TITLUL I CHELTUIELI DE PERSONAL,119925
32,32,500120,2013,Serviciul de Protectie si Paza,TITLUL II BUNURI SI SERVICII,9990
32,32,500151,2013,Serviciul de Protectie si Paza,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,13
32,32,500157,2013,Serviciul de Protectie si Paza,TITLUL IX ASISTENTA SOCIALA,850
32,32,500170,2013,Serviciul de Protectie si Paza,CHELTUIELI DE CAPITAL,60500
32,32,500171,2013,Serviciul de Protectie si Paza,TITLUL XII ACTIVE NEFINANCIARE,60500
32,32,6101,2013,Serviciul de Protectie si Paza,ORDINE PUBLICA SI SIGURANTA NATIONALA,190465
32,32,610101,2013,Serviciul de Protectie si Paza,CHELTUIELI CURENTE,129965
32,32,610110,2013,Serviciul de Protectie si Paza,TITLUL I CHELTUIELI DE PERSONAL,119925
32,32,610120,2013,Serviciul de Protectie si Paza,TITLUL II BUNURI SI SERVICII,9990
32,32,610157,2013,Serviciul de Protectie si Paza,TITLUL IX ASISTENTA SOCIALA,50
32,32,610170,2013,Serviciul de Protectie si Paza,CHELTUIELI DE CAPITAL,60500
32,32,610171,2013,Serviciul de Protectie si Paza,TITLUL XII ACTIVE NEFINANCIARE,60500
32,32,6801,2013,Serviciul de Protectie si Paza,ASIGURARI SI ASISTENTA SOCIALA,813
32,32,680101,2013,Serviciul de Protectie si Paza,CHELTUIELI CURENTE,813
32,32,680151,2013,Serviciul de Protectie si Paza,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,13
32,32,680157,2013,Serviciul de Protectie si Paza,TITLUL IX ASISTENTA SOCIALA,800
33,0,5001,2013,Serviciul de Telecomunicatii Speciale,CHELTUIELI - BUGET DE STAT,248424
33,33,500101,2013,Serviciul de Telecomunicatii Speciale,CHELTUIELI CURENTE,245436
33,33,500110,2013,Serviciul de Telecomunicatii Speciale,TITLUL I CHELTUIELI DE PERSONAL,181792
33,33,500120,2013,Serviciul de Telecomunicatii Speciale,TITLUL II BUNURI SI SERVICII,52692
33,33,500151,2013,Serviciul de Telecomunicatii Speciale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,65
33,33,500156,2013,Serviciul de Telecomunicatii Speciale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,9700
33,33,500157,2013,Serviciul de Telecomunicatii Speciale,TITLUL IX ASISTENTA SOCIALA,1187
33,33,500170,2013,Serviciul de Telecomunicatii Speciale,CHELTUIELI DE CAPITAL,2988
33,33,500171,2013,Serviciul de Telecomunicatii Speciale,TITLUL XII ACTIVE NEFINANCIARE,2988
33,33,6101,2013,Serviciul de Telecomunicatii Speciale,ORDINE PUBLICA SI SIGURANTA NATIONALA,247172
33,33,610101,2013,Serviciul de Telecomunicatii Speciale,CHELTUIELI CURENTE,244184
33,33,610110,2013,Serviciul de Telecomunicatii Speciale,TITLUL I CHELTUIELI DE PERSONAL,181792
33,33,610120,2013,Serviciul de Telecomunicatii Speciale,TITLUL II BUNURI SI SERVICII,52692
33,33,610156,2013,Serviciul de Telecomunicatii Speciale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,9700
33,33,610170,2013,Serviciul de Telecomunicatii Speciale,CHELTUIELI DE CAPITAL,2988
33,33,610171,2013,Serviciul de Telecomunicatii Speciale,TITLUL XII ACTIVE NEFINANCIARE,2988
33,33,6801,2013,Serviciul de Telecomunicatii Speciale,ASIGURARI SI ASISTENTA SOCIALA,1252
33,33,680101,2013,Serviciul de Telecomunicatii Speciale,CHELTUIELI CURENTE,1252
33,33,680151,2013,Serviciul de Telecomunicatii Speciale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,65
33,33,680157,2013,Serviciul de Telecomunicatii Speciale,TITLUL IX ASISTENTA SOCIALA,1187
34,0,5001,2013,Ministerul Economiei,CHELTUIELI - BUGET DE STAT,1164991
34,34,500101,2013,Ministerul Economiei,CHELTUIELI CURENTE,1090615
34,34,500110,2013,Ministerul Economiei,TITLUL I CHELTUIELI DE PERSONAL,94526
34,34,500120,2013,Ministerul Economiei,TITLUL II BUNURI SI SERVICII,39451
34,34,500130,2013,Ministerul Economiei,TITLUL III DOBANZI,6625
34,34,500140,2013,Ministerul Economiei,TITLUL IV SUBVENTII,256686
34,34,500151,2013,Ministerul Economiei,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,4900
34,34,500155,2013,Ministerul Economiei,TITLUL VII ALTE TRANSFERURI,204780
34,34,500156,2013,Ministerul Economiei,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,472877
34,34,500159,2013,Ministerul Economiei,TITLUL X  ALTE CHELTUIELI,270
34,34,500165,2013,Ministerul Economiei,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,10500
34,34,500170,2013,Ministerul Economiei,CHELTUIELI DE CAPITAL,18552
34,34,500171,2013,Ministerul Economiei,TITLUL XII ACTIVE NEFINANCIARE,18552
34,34,500179,2013,Ministerul Economiei,OPERATIUNI FINANCIARE,55824
34,34,500181,2013,Ministerul Economiei,TITLUL XVI RAMBURSARI DE CREDITE,55824
34,34,5101,2013,Ministerul Economiei,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,569422
34,34,510101,2013,Ministerul Economiei,CHELTUIELI CURENTE,550881
34,34,510110,2013,Ministerul Economiei,TITLUL I CHELTUIELI DE PERSONAL,94526
34,34,510120,2013,Ministerul Economiei,TITLUL II BUNURI SI SERVICII,37183
34,34,510155,2013,Ministerul Economiei,TITLUL VII ALTE TRANSFERURI,6010
34,34,510156,2013,Ministerul Economiei,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,412892
34,34,510159,2013,Ministerul Economiei,TITLUL X  ALTE CHELTUIELI,270
34,34,510170,2013,Ministerul Economiei,CHELTUIELI DE CAPITAL,18541
34,34,510171,2013,Ministerul Economiei,TITLUL XII ACTIVE NEFINANCIARE,18541
34,34,5401,2013,Ministerul Economiei,ALTE SERVICII PUBLICE GENERALE,11
34,34,540170,2013,Ministerul Economiei,CHELTUIELI DE CAPITAL,11
34,34,540171,2013,Ministerul Economiei,TITLUL XII ACTIVE NEFINANCIARE,11
34,34,8001,2013,Ministerul Economiei,"ACTIUNI GENERALE ECONOMICE, COMERCIALE SI DE MUNCA",150085
34,34,800101,2013,Ministerul Economiei,CHELTUIELI CURENTE,150085
34,34,800140,2013,Ministerul Economiei,TITLUL IV SUBVENTII,62115
34,34,800151,2013,Ministerul Economiei,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,3900
34,34,800155,2013,Ministerul Economiei,TITLUL VII ALTE TRANSFERURI,73570
34,34,800165,2013,Ministerul Economiei,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,10500
34,34,8101,2013,Ministerul Economiei,COMBUSTIBILI SI ENERGIE,177000
34,34,810101,2013,Ministerul Economiei,CHELTUIELI CURENTE,177000
34,34,810140,2013,Ministerul Economiei,TITLUL IV SUBVENTII,163000
34,34,810155,2013,Ministerul Economiei,TITLUL VII ALTE TRANSFERURI,14000
34,34,8201,2013,Ministerul Economiei,"INDUSTRIA EXTRACTIVA, PRELUCRATOARE SI CONSTRUCTII",132520
34,34,820101,2013,Ministerul Economiei,CHELTUIELI CURENTE,76696
34,34,820130,2013,Ministerul Economiei,TITLUL III DOBANZI,6625
34,34,820140,2013,Ministerul Economiei,TITLUL IV SUBVENTII,31571
34,34,820155,2013,Ministerul Economiei,TITLUL VII ALTE TRANSFERURI,38500
34,34,820179,2013,Ministerul Economiei,OPERATIUNI FINANCIARE,55824
34,34,820181,2013,Ministerul Economiei,TITLUL XVI RAMBURSARI DE CREDITE,55824
34,34,8601,2013,Ministerul Economiei,CERCETARE SI DEZVOLTARE IN DOMENIUL ECONOMIC,72700
34,34,860101,2013,Ministerul Economiei,CHELTUIELI CURENTE,72700
34,34,860155,2013,Ministerul Economiei,TITLUL VII ALTE TRANSFERURI,72700
34,34,8701,2013,Ministerul Economiei,ALTE ACTIUNI ECONOMICE,63253
34,34,870101,2013,Ministerul Economiei,CHELTUIELI CURENTE,63253
34,34,870120,2013,Ministerul Economiei,TITLUL II BUNURI SI SERVICII,2268
34,34,870151,2013,Ministerul Economiei,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,1000
34,34,870156,2013,Ministerul Economiei,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,59985
35,0,5001,2013,Academia Romana,CHELTUIELI - BUGET DE STAT,252602
35,35,500101,2013,Academia Romana,CHELTUIELI CURENTE,252507
35,35,500110,2013,Academia Romana,TITLUL I CHELTUIELI DE PERSONAL,146195
35,35,500120,2013,Academia Romana,TITLUL II BUNURI SI SERVICII,9315
35,35,500151,2013,Academia Romana,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,10244
35,35,500155,2013,Academia Romana,TITLUL VII ALTE TRANSFERURI,145
35,35,500156,2013,Academia Romana,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,70112
35,35,500157,2013,Academia Romana,TITLUL IX ASISTENTA SOCIALA,800
35,35,500159,2013,Academia Romana,TITLUL X  ALTE CHELTUIELI,15696
35,35,500170,2013,Academia Romana,CHELTUIELI DE CAPITAL,95
35,35,500171,2013,Academia Romana,TITLUL XII ACTIVE NEFINANCIARE,95
35,35,5301,2013,Academia Romana,CERCETARE FUNDAMENTALA SI CERCETARE DEZVOLTARE,237475
35,35,530101,2013,Academia Romana,CHELTUIELI CURENTE,237380
35,35,530110,2013,Academia Romana,TITLUL I CHELTUIELI DE PERSONAL,142630
35,35,530120,2013,Academia Romana,TITLUL II BUNURI SI SERVICII,8344
35,35,530151,2013,Academia Romana,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,453
35,35,530155,2013,Academia Romana,TITLUL VII ALTE TRANSFERURI,145
35,35,530156,2013,Academia Romana,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,70112
35,35,530159,2013,Academia Romana,TITLUL X  ALTE CHELTUIELI,15696
35,35,530170,2013,Academia Romana,CHELTUIELI DE CAPITAL,95
35,35,530171,2013,Academia Romana,TITLUL XII ACTIVE NEFINANCIARE,95
35,35,6601,2013,Academia Romana,SANATATE,12390
35,35,660101,2013,Academia Romana,CHELTUIELI CURENTE,12390
35,35,660110,2013,Academia Romana,TITLUL I CHELTUIELI DE PERSONAL,2160
35,35,660120,2013,Academia Romana,TITLUL II BUNURI SI SERVICII,439
35,35,660151,2013,Academia Romana,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,9791
35,35,6701,2013,Academia Romana,"CULTURA, RECREERE SI RELIGIE",1937
35,35,670101,2013,Academia Romana,CHELTUIELI CURENTE,1937
35,35,670110,2013,Academia Romana,TITLUL I CHELTUIELI DE PERSONAL,1405
35,35,670120,2013,Academia Romana,TITLUL II BUNURI SI SERVICII,532
35,35,6801,2013,Academia Romana,ASIGURARI SI ASISTENTA SOCIALA,800
35,35,680101,2013,Academia Romana,CHELTUIELI CURENTE,800
35,35,680157,2013,Academia Romana,TITLUL IX ASISTENTA SOCIALA,800
36,0,5001,2013,Autoritatea Nationala Sanitar-Veterinara si pentru Siguranta Alimentelor,CHELTUIELI - BUGET DE STAT,448087
36,36,500101,2013,Autoritatea Nationala Sanitar-Veterinara si pentru Siguranta Alimentelor,CHELTUIELI CURENTE,448087
36,36,500151,2013,Autoritatea Nationala Sanitar-Veterinara si pentru Siguranta Alimentelor,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,448087
36,36,8301,2013,Autoritatea Nationala Sanitar-Veterinara si pentru Siguranta Alimentelor,"AGRICULTURA, SILVICULTURA, PISCICULTURA SI VANATOARE",448087
36,36,830101,2013,Autoritatea Nationala Sanitar-Veterinara si pentru Siguranta Alimentelor,CHELTUIELI CURENTE,448087
36,36,830151,2013,Autoritatea Nationala Sanitar-Veterinara si pentru Siguranta Alimentelor,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,448087
37,0,5001,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1989,CHELTUIELI - BUGET DE STAT,2109
37,37,500101,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1990,CHELTUIELI CURENTE,2093
37,37,500110,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1991,TITLUL I CHELTUIELI DE PERSONAL,1256
37,37,500120,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1992,TITLUL II BUNURI SI SERVICII,407
37,37,500157,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1993,TITLUL IX ASISTENTA SOCIALA,400
37,37,500159,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1994,TITLUL X  ALTE CHELTUIELI,30
37,37,500170,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1995,CHELTUIELI DE CAPITAL,16
37,37,500171,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1996,TITLUL XII ACTIVE NEFINANCIARE,16
37,37,6801,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1997,ASIGURARI SI ASISTENTA SOCIALA,2109
37,37,680101,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1998,CHELTUIELI CURENTE,2093
37,37,680110,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 1999,TITLUL I CHELTUIELI DE PERSONAL,1256
37,37,680120,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 2000,TITLUL II BUNURI SI SERVICII,407
37,37,680157,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 2001,TITLUL IX ASISTENTA SOCIALA,400
37,37,680159,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 2002,TITLUL X  ALTE CHELTUIELI,30
37,37,680170,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 2003,CHELTUIELI DE CAPITAL,16
37,37,680171,2013,Secretariatul de Stat pentru Problemele Revolutionarilor din Decembrie 2004,TITLUL XII ACTIVE NEFINANCIARE,16
38,0,5001,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,CHELTUIELI - BUGET DE STAT,14787
38,38,500101,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,CHELTUIELI CURENTE,14754
38,38,500110,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL I CHELTUIELI DE PERSONAL,9157
38,38,500120,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL II BUNURI SI SERVICII,865
38,38,500155,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL VII ALTE TRANSFERURI,22
38,38,500156,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,4710
38,38,500170,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,CHELTUIELI DE CAPITAL,33
38,38,500171,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL XII ACTIVE NEFINANCIARE,33
38,38,5101,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,14787
38,38,510101,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,CHELTUIELI CURENTE,14754
38,38,510110,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL I CHELTUIELI DE PERSONAL,9157
38,38,510120,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL II BUNURI SI SERVICII,865
38,38,510155,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL VII ALTE TRANSFERURI,22
38,38,510156,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,4710
38,38,510170,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,CHELTUIELI DE CAPITAL,33
38,38,510171,2013,Oficiul National de Prevenire si Combaterea Spalarii Banilor,TITLUL XII ACTIVE NEFINANCIARE,33
39,0,5001,2013,Oficiul registrului national al informatiilor secrete de stat,CHELTUIELI - BUGET DE STAT,9427
39,39,500101,2013,Oficiul registrului national al informatiilor secrete de stat,CHELTUIELI CURENTE,9363
