idinstitutie,idparinte,sectiune,an,numeinstitutie,denumireindicator,suma
14,14,500101,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CHELTUIELI CURENTE,2093732
14,14,500110,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL I CHELTUIELI DE PERSONAL,130740
14,14,500120,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL II BUNURI SI SERVICII,25803
14,14,500140,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL IV SUBVENTII,126000
14,14,500151,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,583077
14,14,500155,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VII ALTE TRANSFERURI,86218
14,14,500156,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,1130411
14,14,500159,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL X  ALTE CHELTUIELI,300
14,14,500165,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,11183
14,14,500170,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CHELTUIELI DE CAPITAL,86178
14,14,500171,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL XII ACTIVE NEFINANCIARE,86178
14,14,5101,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,210451
14,14,510101,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CHELTUIELI CURENTE,209851
14,14,510110,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL I CHELTUIELI DE PERSONAL,130740
14,14,510120,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL II BUNURI SI SERVICII,25803
14,14,510155,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VII ALTE TRANSFERURI,470
14,14,510156,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,52538
14,14,510159,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL X  ALTE CHELTUIELI,300
14,14,510170,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CHELTUIELI DE CAPITAL,600
14,14,510171,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL XII ACTIVE NEFINANCIARE,600
14,14,5301,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CERCETARE FUNDAMENTALA SI CERCETARE DEZVOLTARE,490
14,14,530101,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CHELTUIELI CURENTE,490
14,14,530155,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VII ALTE TRANSFERURI,490
14,14,7001,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,"LOCUINTE, SERVICII SI DEZVOLTARE PUBLICA",890838
14,14,700101,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CHELTUIELI CURENTE,805260
14,14,700140,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL IV SUBVENTII,126000
14,14,700151,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,583077
14,14,700155,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VII ALTE TRANSFERURI,85000
14,14,700165,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,11183
14,14,700170,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CHELTUIELI DE CAPITAL,85578
14,14,700171,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL XII ACTIVE NEFINANCIARE,85578
14,14,8001,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,"ACTIUNI GENERALE ECONOMICE, COMERCIALE SI DE MUNCA",1078131
14,14,800101,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,CHELTUIELI CURENTE,1078131
14,14,800155,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VII ALTE TRANSFERURI,258
14,14,800156,2013,Ministerul Dezvoltarii Regionale si Administratiei Publice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,1077873
15,0,5001,2013,Ministerul Finantelor Publice,CHELTUIELI - BUGET DE STAT,2785351
15,15,500101,2013,Ministerul Finantelor Publice,CHELTUIELI CURENTE,2439775
15,15,500110,2013,Ministerul Finantelor Publice,TITLUL I CHELTUIELI DE PERSONAL,1867087
15,15,500120,2013,Ministerul Finantelor Publice,TITLUL II BUNURI SI SERVICII,269194
15,15,500151,2013,Ministerul Finantelor Publice,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,985
15,15,500155,2013,Ministerul Finantelor Publice,TITLUL VII ALTE TRANSFERURI,13365
15,15,500156,2013,Ministerul Finantelor Publice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,85844
15,15,500159,2013,Ministerul Finantelor Publice,TITLUL X  ALTE CHELTUIELI,184491
15,15,500165,2013,Ministerul Finantelor Publice,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,18809
15,15,500170,2013,Ministerul Finantelor Publice,CHELTUIELI DE CAPITAL,345576
15,15,500171,2013,Ministerul Finantelor Publice,TITLUL XII ACTIVE NEFINANCIARE,75228
15,15,500172,2013,Ministerul Finantelor Publice,TITLUL XIII ACTIVE FINANCIARE,270348
15,15,5101,2013,Ministerul Finantelor Publice,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,2311835
15,15,510101,2013,Ministerul Finantelor Publice,CHELTUIELI CURENTE,2236607
15,15,510110,2013,Ministerul Finantelor Publice,TITLUL I CHELTUIELI DE PERSONAL,1867087
15,15,510120,2013,Ministerul Finantelor Publice,TITLUL II BUNURI SI SERVICII,252959
15,15,510151,2013,Ministerul Finantelor Publice,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,985
15,15,510155,2013,Ministerul Finantelor Publice,TITLUL VII ALTE TRANSFERURI,13032
15,15,510156,2013,Ministerul Finantelor Publice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,85844
15,15,510165,2013,Ministerul Finantelor Publice,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,16700
15,15,510170,2013,Ministerul Finantelor Publice,CHELTUIELI DE CAPITAL,75228
15,15,510171,2013,Ministerul Finantelor Publice,TITLUL XII ACTIVE NEFINANCIARE,75228
15,15,5401,2013,Ministerul Finantelor Publice,ALTE SERVICII PUBLICE GENERALE,471407
15,15,540101,2013,Ministerul Finantelor Publice,CHELTUIELI CURENTE,201059
15,15,540120,2013,Ministerul Finantelor Publice,TITLUL II BUNURI SI SERVICII,16235
15,15,540155,2013,Ministerul Finantelor Publice,TITLUL VII ALTE TRANSFERURI,333
15,15,540159,2013,Ministerul Finantelor Publice,TITLUL X  ALTE CHELTUIELI,184491
15,15,540170,2013,Ministerul Finantelor Publice,CHELTUIELI DE CAPITAL,270348
15,15,540172,2013,Ministerul Finantelor Publice,TITLUL XIII ACTIVE FINANCIARE,270348
15,15,8701,2013,Ministerul Finantelor Publice,ALTE ACTIUNI ECONOMICE,2109
15,15,870101,2013,Ministerul Finantelor Publice,CHELTUIELI CURENTE,2109
15,15,870165,2013,Ministerul Finantelor Publice,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,2109
16,0,5001,2013,Ministerul Justitiei,CHELTUIELI - BUGET DE STAT,2301551
16,16,500101,2013,Ministerul Justitiei,CHELTUIELI CURENTE,2266551
16,16,500110,2013,Ministerul Justitiei,TITLUL I CHELTUIELI DE PERSONAL,1293332
16,16,500120,2013,Ministerul Justitiei,TITLUL II BUNURI SI SERVICII,157539
16,16,500151,2013,Ministerul Justitiei,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,780119
16,16,500155,2013,Ministerul Justitiei,TITLUL VII ALTE TRANSFERURI,1877
16,16,500156,2013,Ministerul Justitiei,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,14448
16,16,500157,2013,Ministerul Justitiei,TITLUL IX ASISTENTA SOCIALA,186
16,16,500165,2013,Ministerul Justitiei,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,19050
16,16,500170,2013,Ministerul Justitiei,CHELTUIELI DE CAPITAL,35000
16,16,500171,2013,Ministerul Justitiei,TITLUL XII ACTIVE NEFINANCIARE,35000
16,16,5401,2013,Ministerul Justitiei,ALTE SERVICII PUBLICE GENERALE,284
16,16,540101,2013,Ministerul Justitiei,CHELTUIELI CURENTE,284
16,16,540120,2013,Ministerul Justitiei,TITLUL II BUNURI SI SERVICII,284
16,16,6101,2013,Ministerul Justitiei,ORDINE PUBLICA SI SIGURANTA NATIONALA,2298893
16,16,610101,2013,Ministerul Justitiei,CHELTUIELI CURENTE,2263893
16,16,610110,2013,Ministerul Justitiei,TITLUL I CHELTUIELI DE PERSONAL,1293332
16,16,610120,2013,Ministerul Justitiei,TITLUL II BUNURI SI SERVICII,157255
16,16,610151,2013,Ministerul Justitiei,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,777931
16,16,610155,2013,Ministerul Justitiei,TITLUL VII ALTE TRANSFERURI,1877
16,16,610156,2013,Ministerul Justitiei,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,14448
16,16,610165,2013,Ministerul Justitiei,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,19050
16,16,610170,2013,Ministerul Justitiei,CHELTUIELI DE CAPITAL,35000
16,16,610171,2013,Ministerul Justitiei,TITLUL XII ACTIVE NEFINANCIARE,35000
16,16,6801,2013,Ministerul Justitiei,ASIGURARI SI ASISTENTA SOCIALA,2374
16,16,680101,2013,Ministerul Justitiei,CHELTUIELI CURENTE,2374
16,16,680151,2013,Ministerul Justitiei,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,2188
16,16,680157,2013,Ministerul Justitiei,TITLUL IX ASISTENTA SOCIALA,186
17,0,5001,2013,Ministerul Apararii Nationale,CHELTUIELI - BUGET DE STAT,5194905
17,17,500101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,4883470
17,17,500110,2013,Ministerul Apararii Nationale,TITLUL I CHELTUIELI DE PERSONAL,3909976
17,17,500120,2013,Ministerul Apararii Nationale,TITLUL II BUNURI SI SERVICII,591907
17,17,500151,2013,Ministerul Apararii Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,181209
17,17,500155,2013,Ministerul Apararii Nationale,TITLUL VII ALTE TRANSFERURI,116032
17,17,500157,2013,Ministerul Apararii Nationale,TITLUL IX ASISTENTA SOCIALA,80092
17,17,500159,2013,Ministerul Apararii Nationale,TITLUL X  ALTE CHELTUIELI,4254
17,17,500170,2013,Ministerul Apararii Nationale,CHELTUIELI DE CAPITAL,311435
17,17,500171,2013,Ministerul Apararii Nationale,TITLUL XII ACTIVE NEFINANCIARE,311435
17,17,5101,2013,Ministerul Apararii Nationale,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,1784
17,17,510101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,1784
17,17,510110,2013,Ministerul Apararii Nationale,TITLUL I CHELTUIELI DE PERSONAL,1454
17,17,510120,2013,Ministerul Apararii Nationale,TITLUL II BUNURI SI SERVICII,178
17,17,510151,2013,Ministerul Apararii Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,2
17,17,510155,2013,Ministerul Apararii Nationale,TITLUL VII ALTE TRANSFERURI,150
17,17,5401,2013,Ministerul Apararii Nationale,ALTE SERVICII PUBLICE GENERALE,3080
17,17,540101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,3080
17,17,540120,2013,Ministerul Apararii Nationale,TITLUL II BUNURI SI SERVICII,80
17,17,540159,2013,Ministerul Apararii Nationale,TITLUL X  ALTE CHELTUIELI,3000
17,17,6001,2013,Ministerul Apararii Nationale,APARARE,4465696
17,17,600101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,4186611
17,17,600110,2013,Ministerul Apararii Nationale,TITLUL I CHELTUIELI DE PERSONAL,3493232
17,17,600120,2013,Ministerul Apararii Nationale,TITLUL II BUNURI SI SERVICII,482590
17,17,600151,2013,Ministerul Apararii Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,94552
17,17,600155,2013,Ministerul Apararii Nationale,TITLUL VII ALTE TRANSFERURI,115882
17,17,600157,2013,Ministerul Apararii Nationale,TITLUL IX ASISTENTA SOCIALA,105
17,17,600159,2013,Ministerul Apararii Nationale,TITLUL X  ALTE CHELTUIELI,250
17,17,600170,2013,Ministerul Apararii Nationale,CHELTUIELI DE CAPITAL,279085
17,17,600171,2013,Ministerul Apararii Nationale,TITLUL XII ACTIVE NEFINANCIARE,279085
17,17,6101,2013,Ministerul Apararii Nationale,ORDINE PUBLICA SI SIGURANTA NATIONALA,332701
17,17,610101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,302537
17,17,610110,2013,Ministerul Apararii Nationale,TITLUL I CHELTUIELI DE PERSONAL,265231
17,17,610120,2013,Ministerul Apararii Nationale,TITLUL II BUNURI SI SERVICII,37280
17,17,610151,2013,Ministerul Apararii Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,26
17,17,610170,2013,Ministerul Apararii Nationale,CHELTUIELI DE CAPITAL,30164
17,17,610171,2013,Ministerul Apararii Nationale,TITLUL XII ACTIVE NEFINANCIARE,30164
17,17,6501,2013,Ministerul Apararii Nationale,INVATAMANT,212882
17,17,650101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,210779
17,17,650110,2013,Ministerul Apararii Nationale,TITLUL I CHELTUIELI DE PERSONAL,140004
17,17,650120,2013,Ministerul Apararii Nationale,TITLUL II BUNURI SI SERVICII,70263
17,17,650157,2013,Ministerul Apararii Nationale,TITLUL IX ASISTENTA SOCIALA,512
17,17,650170,2013,Ministerul Apararii Nationale,CHELTUIELI DE CAPITAL,2103
17,17,650171,2013,Ministerul Apararii Nationale,TITLUL XII ACTIVE NEFINANCIARE,2103
17,17,6601,2013,Ministerul Apararii Nationale,SANATATE,54024
17,17,660101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,53941
17,17,660110,2013,Ministerul Apararii Nationale,TITLUL I CHELTUIELI DE PERSONAL,9417
17,17,660120,2013,Ministerul Apararii Nationale,TITLUL II BUNURI SI SERVICII,1196
17,17,660151,2013,Ministerul Apararii Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,43328
17,17,660170,2013,Ministerul Apararii Nationale,CHELTUIELI DE CAPITAL,83
17,17,660171,2013,Ministerul Apararii Nationale,TITLUL XII ACTIVE NEFINANCIARE,83
17,17,6701,2013,Ministerul Apararii Nationale,"CULTURA, RECREERE SI RELIGIE",42369
17,17,670101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,42369
17,17,670151,2013,Ministerul Apararii Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,42369
17,17,6801,2013,Ministerul Apararii Nationale,ASIGURARI SI ASISTENTA SOCIALA,81365
17,17,680101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,81365
17,17,680110,2013,Ministerul Apararii Nationale,TITLUL I CHELTUIELI DE PERSONAL,638
17,17,680120,2013,Ministerul Apararii Nationale,TITLUL II BUNURI SI SERVICII,320
17,17,680151,2013,Ministerul Apararii Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,932
17,17,680157,2013,Ministerul Apararii Nationale,TITLUL IX ASISTENTA SOCIALA,79475
17,17,8401,2013,Ministerul Apararii Nationale,TRANSPORTURI,1004
17,17,840101,2013,Ministerul Apararii Nationale,CHELTUIELI CURENTE,1004
17,17,840159,2013,Ministerul Apararii Nationale,TITLUL X  ALTE CHELTUIELI,1004
18,0,5001,2013,Ministerul Afacerilor Interne,CHELTUIELI - BUGET DE STAT,7972817
18,18,500101,2013,Ministerul Afacerilor Interne,CHELTUIELI CURENTE,7692100
18,18,500110,2013,Ministerul Afacerilor Interne,TITLUL I CHELTUIELI DE PERSONAL,6962379
18,18,500120,2013,Ministerul Afacerilor Interne,TITLUL II BUNURI SI SERVICII,394854
18,18,500151,2013,Ministerul Afacerilor Interne,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,85494
18,18,500155,2013,Ministerul Afacerilor Interne,TITLUL VII ALTE TRANSFERURI,7179
18,18,500156,2013,Ministerul Afacerilor Interne,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,168993
18,18,500157,2013,Ministerul Afacerilor Interne,TITLUL IX ASISTENTA SOCIALA,62794
18,18,500159,2013,Ministerul Afacerilor Interne,TITLUL X  ALTE CHELTUIELI,6285
18,18,500165,2013,Ministerul Afacerilor Interne,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,4122
18,18,500170,2013,Ministerul Afacerilor Interne,CHELTUIELI DE CAPITAL,280717
18,18,500171,2013,Ministerul Afacerilor Interne,TITLUL XII ACTIVE NEFINANCIARE,280717
18,18,5101,2013,Ministerul Afacerilor Interne,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,117102
18,18,510101,2013,Ministerul Afacerilor Interne,CHELTUIELI CURENTE,116739
18,18,510110,2013,Ministerul Afacerilor Interne,TITLUL I CHELTUIELI DE PERSONAL,80903
18,18,510120,2013,Ministerul Afacerilor Interne,TITLUL II BUNURI SI SERVICII,18513
18,18,510155,2013,Ministerul Afacerilor Interne,TITLUL VII ALTE TRANSFERURI,50
18,18,510156,2013,Ministerul Afacerilor Interne,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,16088
18,18,510159,2013,Ministerul Afacerilor Interne,TITLUL X  ALTE CHELTUIELI,1185
18,18,510170,2013,Ministerul Afacerilor Interne,CHELTUIELI DE CAPITAL,363
18,18,510171,2013,Ministerul Afacerilor Interne,TITLUL XII ACTIVE NEFINANCIARE,363
18,18,6101,2013,Ministerul Afacerilor Interne,ORDINE PUBLICA SI SIGURANTA NATIONALA,7426357
18,18,610101,2013,Ministerul Afacerilor Interne,CHELTUIELI CURENTE,7351544
18,18,610110,2013,Ministerul Afacerilor Interne,TITLUL I CHELTUIELI DE PERSONAL,6798215
18,18,610120,2013,Ministerul Afacerilor Interne,TITLUL II BUNURI SI SERVICII,337757
18,18,610151,2013,Ministerul Afacerilor Interne,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,50216
18,18,610155,2013,Ministerul Afacerilor Interne,TITLUL VII ALTE TRANSFERURI,7129
18,18,610156,2013,Ministerul Afacerilor Interne,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,149905
18,18,610159,2013,Ministerul Afacerilor Interne,TITLUL X  ALTE CHELTUIELI,4200
18,18,610165,2013,Ministerul Afacerilor Interne,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,4122
18,18,610170,2013,Ministerul Afacerilor Interne,CHELTUIELI DE CAPITAL,74813
18,18,610171,2013,Ministerul Afacerilor Interne,TITLUL XII ACTIVE NEFINANCIARE,74813
18,18,6501,2013,Ministerul Afacerilor Interne,INVATAMANT,120973
18,18,650101,2013,Ministerul Afacerilor Interne,CHELTUIELI CURENTE,117982
18,18,650110,2013,Ministerul Afacerilor Interne,TITLUL I CHELTUIELI DE PERSONAL,83261
18,18,650120,2013,Ministerul Afacerilor Interne,TITLUL II BUNURI SI SERVICII,31101
18,18,650156,2013,Ministerul Afacerilor Interne,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,3000
18,18,650157,2013,Ministerul Afacerilor Interne,TITLUL IX ASISTENTA SOCIALA,220
18,18,650159,2013,Ministerul Afacerilor Interne,TITLUL X  ALTE CHELTUIELI,400
18,18,650170,2013,Ministerul Afacerilor Interne,CHELTUIELI DE CAPITAL,2991
18,18,650171,2013,Ministerul Afacerilor Interne,TITLUL XII ACTIVE NEFINANCIARE,2991
18,18,6701,2013,Ministerul Afacerilor Interne,"CULTURA, RECREERE SI RELIGIE",33126
18,18,670101,2013,Ministerul Afacerilor Interne,CHELTUIELI CURENTE,33126
18,18,670151,2013,Ministerul Afacerilor Interne,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,33126
18,18,6801,2013,Ministerul Afacerilor Interne,ASIGURARI SI ASISTENTA SOCIALA,67726
18,18,680101,2013,Ministerul Afacerilor Interne,CHELTUIELI CURENTE,67726
18,18,680120,2013,Ministerul Afacerilor Interne,TITLUL II BUNURI SI SERVICII,2500
18,18,680151,2013,Ministerul Afacerilor Interne,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,2152
18,18,680157,2013,Ministerul Afacerilor Interne,TITLUL IX ASISTENTA SOCIALA,62574
18,18,680159,2013,Ministerul Afacerilor Interne,TITLUL X  ALTE CHELTUIELI,500
18,18,8001,2013,Ministerul Afacerilor Interne,"ACTIUNI GENERALE ECONOMICE, COMERCIALE SI DE MUNCA",207533
18,18,800101,2013,Ministerul Afacerilor Interne,CHELTUIELI CURENTE,4983
18,18,800120,2013,Ministerul Afacerilor Interne,TITLUL II BUNURI SI SERVICII,4983
18,18,800170,2013,Ministerul Afacerilor Interne,CHELTUIELI DE CAPITAL,202550
18,18,800171,2013,Ministerul Afacerilor Interne,TITLUL XII ACTIVE NEFINANCIARE,202550
19,0,5001,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",CHELTUIELI - BUGET DE STAT,30440524
19,19,500101,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",CHELTUIELI CURENTE,30436428
19,19,500110,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL I CHELTUIELI DE PERSONAL,214176
19,19,500120,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL II BUNURI SI SERVICII,175736
19,19,500151,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,16034136
19,19,500155,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL VII ALTE TRANSFERURI,4672
19,19,500156,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,325646
19,19,500157,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL IX ASISTENTA SOCIALA,13572736
19,19,500159,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL X  ALTE CHELTUIELI,30600
19,19,500165,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,78726
19,19,500170,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",CHELTUIELI DE CAPITAL,3746
19,19,500171,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL XII ACTIVE NEFINANCIARE,3746
19,19,500179,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",OPERATIUNI FINANCIARE,350
19,19,500180,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL XV IMPRUMUTURI,350
19,19,5601,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,13519277
19,19,560101,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",CHELTUIELI CURENTE,13519277
19,19,560151,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,13519277
19,19,6801,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",ASIGURARI SI ASISTENTA SOCIALA,16921247
19,19,680101,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",CHELTUIELI CURENTE,16917151
19,19,680110,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL I CHELTUIELI DE PERSONAL,214176
19,19,680120,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL II BUNURI SI SERVICII,175736
19,19,680151,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,2514859
19,19,680155,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL VII ALTE TRANSFERURI,4672
19,19,680156,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,325646
19,19,680157,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL IX ASISTENTA SOCIALA,13572736
19,19,680159,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL X  ALTE CHELTUIELI,30600
19,19,680165,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,78726
19,19,680170,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",CHELTUIELI DE CAPITAL,3746
19,19,680171,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL XII ACTIVE NEFINANCIARE,3746
19,19,680179,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",OPERATIUNI FINANCIARE,350
19,19,680180,2013,"Ministerul Muncii, Familiei, Protectiei Sociale si Persoanelor Varstnice",TITLUL XV IMPRUMUTURI,350
20,0,5001,2013,Ministerul Tineretului si Sportului,CHELTUIELI - BUGET DE STAT,302374
